id,title,current_topics,rule_relevance,rule_crime_types,rule_confidence,manual_relevance,manual_crime_types,notes
94edf550efcbe7753bb971e2bcef36c114d99e78c4c49d4d3be7d7b6a7bd70f5,"Woman struck by two vehicles in hit-and-run dies, one suspect charged: Toronto police",,core_street_crime,violent_crime|criminal_justice,0.85,,,
38a1660d64d74c269897c6e732e074cf1bb10625f1b3b524867ad0834a58521c,Toronto Police make sexual assault and confinement arrest in city's west end,,core_street_crime,violent_crime|criminal_justice,0.90,,,
1b1dac0002830dd5de379b370e7ab3ebf58ac8681e56cf32b0dd3307b2181884,"Police investigating after 10-year-old child found dead inside Barrie, Ont., home",,core_street_crime,violent_crime,0.80,,,
d3f0a9b7f17ec6a43f677eb3bce6ee8506e98fc9278c2f9f9200bcc6b3268f5c,Young girl identified as victim who died after shootout involving police in Nunavik,,core_street_crime,violent_crime,0.90,,,
8fff9fdeb18fae9f2a8a2df0bb14aa67e695ae51dba910dd1fcca6147e5bb915,'We lost a young man': RCMP still search for suspects in Sask First Nation shooting,,core_street_crime,violent_crime,0.90,,,
0594e06a7c6b4af7659e74ea0d6540c772dbfdfacfe59c3d487636cfc08ddd51,Man accused of setting tent on fire while victim inside now charged with murder,,core_street_crime,violent_crime|criminal_justice,0.95,,,
c78832de546b98a169081e03ddeed5f03f4e295a54e54c0c0287f411358f60ab,"Three men charged with murder after fatal shooting in Brampton, Ont.: Peel police",crime,core_street_crime,violent_crime|property_crime|criminal_justice,0.95,,,
1b69811e2c48ba8882dd2162176fa29236a4f29d41c2438bcfce00cfd912a131,"Teenager charged with assault after person punched, kicked",,core_street_crime,violent_crime|criminal_justice,0.85,,,
ce5a081c03d2afd5740dd4a226d01959a91bb924e14f4a85f59d93d49bbacb07,Man accused of sexual assault on Whitefish Island no stranger to court,violent_crime|drug_crime|property_crime|automotive|criminal_justice|local_news|shopping,core_street_crime,violent_crime,0.90,,,
889ef38e7842bd904edce880dc149a640d6bfab91969cfb9833ff008e68dcd73,Two women charged in violent east-end assault that sent victim to hospital,,core_street_crime,violent_crime|criminal_justice,0.85,,,
9ccfe64d77415c2ee5c7536281c6a5bcc7ff407a3e8875f6c2bd8b792fa5e7fb,Two from Espanola rounded up in multi-city cocaine bust,,core_street_crime,drug_crime,0.90,,,
53c6874b71d8e0c278aa26ffae03a94463a0671f7bd6ca3281f0b7cc26229b40,Police arrest suspect in summer sexual assault investigation,crime,core_street_crime,violent_crime|criminal_justice,0.90,,,
7eac9a8f40404b47317736e59b59d4fbfc4b572ee05242060b6baf90c8327c78,Trial hears murder suspect was calm and cooperative after his arrest,violent_crime|drug_crime|real_estate|automotive|health|criminal_justice|home_garden|shopping,core_street_crime,violent_crime|criminal_justice,0.95,,,
7374b47e21933f4afc957610c5a6bc30432a062072b2692fc37b1a2d068de407,Hours-long police standoff in southern Ontario leads to arrest of 39-year-old man,,core_street_crime,criminal_justice,0.80,,,
5584faedfdae12b61e77c6b61adfb8b75e9e7bc0a89bc6eced226549803efcda,"Durham police make 64 arrests, lay 155 charges in retail theft crackdown",,core_street_crime,property_crime|criminal_justice,0.85,,,
1a5dda512d62fed6f8f99cf653b760c967337fcd3024ceec83400f29287b2c49,Toronto man accused of sex assault at massage clinic faces second charge,,core_street_crime,violent_crime,0.90,,,
43e71e5adbe669760f7914d931a22d8aaadfb2aa4ce41a3a3338136b6c1d8ea1,"Police charge Toronto man with arson, victim in life-threatening condition",,core_street_crime,property_crime,0.80,,,
a1e202972cef614e30d0256778d54d52f2586952c075d9feb1ea137563d1265b,Toronto police investigating after second incident of mezuzahs stolen,,core_street_crime,property_crime,0.80,,,
77fafa9d6ec676b602610f1ae3a6931b87d686349fb449399225394d3295a828,"Man arrested, second suspect wanted in Oshawa, Ont., fatal stabbing",crime,core_street_crime,violent_crime|criminal_justice,0.90,,,
0f9cb90cd9a52b6c15e4e5a4428cdf82d8b8b7da2ba2950600bd408afc37d05c,"Man, 20, dead after shooting near University of Toronto campus: police",,core_street_crime,violent_crime,0.90,,,
dcbac3ba67ec99e4777e149cf62ddfd6eb44428f10387a4369da22bfe2ab5a31,"Police investigating after 10-year-old child found dead inside Barrie, Ont., home",,core_street_crime,violent_crime,0.80,,,
fbe85748e83bd3ec2316e0629cd803b5ebe1f81a372e0ad309628a67537c7f19,Toronto Police make sexual assault and confinement arrest in city's west end,,core_street_crime,violent_crime|criminal_justice,0.90,,,
a16a139eb0c24326bf29454da591a4e3689e6e628aa1d1469d96530c683f8ef8,"Woman struck by two vehicles in hit-and-run dies, one suspect charged: Toronto police",,core_street_crime,violent_crime|criminal_justice,0.85,,,
7faa2b5f071fed49d36152544e140938c89f25f05b6a72314e37506c6927f084,"Man, 18, arrested in two unprovoked stabbings in Toronto: police",violent_crime|criminal_justice,core_street_crime,violent_crime|criminal_justice,0.90,,,
da1908ec5d60e148ddaa785f6111a63e1a5a98ee102c10f5513d78aca7cbebcb,"Six killed in Mississippi, suspect charged with murder",violent_crime,core_street_crime,violent_crime|criminal_justice,0.95,,,
b45588f7c5a76e2286a18c983bae6e50eac5f08b7c23fbac555263834c4ebbc2,"Second suspect charged with murder in fatal Oshawa, Ont., stabbing: police",violent_crime|automotive|criminal_justice,core_street_crime,violent_crime|criminal_justice,0.95,,,
553304db2e2302d14d7e4a6c9d9f4527ba2a4b6af153bc9a0d7229efae99ea3d,"New video of fatal Minnesota ICE shooting, from officer's perspective, brings fresh scrutiny",violent_crime|politics|automotive|education|criminal_justice|local_news,core_street_crime,violent_crime,0.90,,,
074de1205927831bfde71a83199c25f28a41dc2f324a9e35b1c6f7e48fbf25d1,Carson Pileggi,local_news,core_street_crime,property_crime,0.80,,,
5960688138c2e459d3ed36785f1f8b04191b74061474ed8699659aaa4e7df296,Arrest warrant leads to drug seizure for 42-year-old,drug_crime|criminal_justice|local_news,core_street_crime,drug_crime|criminal_justice,0.90,,,
906ba228751861c5586540985e8413ee2a235b7df971eb9470f3ab126d21c5fa,Four arrested after police standoff over weapons complaint Jan. 2,drug_crime|criminal_justice,core_street_crime,criminal_justice,0.00,,,
ac94c71cf411e4d8af98c8e503ef450ded4bb37b1ae0e93d3392df8e1c7c05c2,Driver charged with impaired driving after collision,automotive|criminal_justice,core_street_crime,violent_crime,0.80,,,
27b82acae5443e65073bc3c12665c6b4a97f6de2313bf82cd6fb0eae8192aa94,'We lost a young man': RCMP still search for suspects in Sask First Nation shooting,,core_street_crime,violent_crime,0.90,,,
74ea03bf6edb3a3f2dbf34035bb115dd99fe23eb613485d788878ce9e880052e,Young girl identified as victim who died after shootout involving police in Nunavik,,core_street_crime,violent_crime,0.90,,,
3cea1239d6ed4f7dd31c2b85b0177eabd645f7035a88791df2e11a67c36a4619,Man accused of setting tent on fire while victim inside now charged with murder,,core_street_crime,violent_crime|criminal_justice,0.95,,,
5f318ed95f94398864272517b7263e1009658268f89223ef6dd6623bcc9e6c6d,"Three men charged with murder after fatal shooting in Brampton, Ont.: Peel police",crime,core_street_crime,violent_crime|property_crime|criminal_justice,0.95,,,
13feb02984b7c720c6896162b11d9a588c1f152ec65cbbcacda8b20d020772aa,Mother charged after baby allegedly abandoned at Toronto church,local_news,core_street_crime,violent_crime|criminal_justice,0.85,,,
a3e8b0125337f352759a3a6103468a5ed2f0429c8fcd1084e18c00b1e8ed9546,"In the news today: Canada's role in Ukrainian peace, Pipeline asks, Nunavik shooting",violent_crime|politics|criminal_justice,peripheral_crime,violent_crime,0.50,,,
636a86b5a9ab4e42461fb72abcec9806fe04e39a640856a7aeca384d9d70654f,West Nipissing woman charged with impaired driving and probation violation,automotive|criminal_justice,peripheral_crime,criminal_justice,0.70,,,
96be087d892239229f4d7b77e4985bf72b56994ca7aa157bd108a4b2340d53a2,Impaired driving charge laid on sledder by OPP patrol on Lake Nipissing,automotive|criminal_justice,peripheral_crime,criminal_justice,0.70,,,
fec057459a5a8d1c68c25fb088a8b2cb3fe72a3f780ddb195c1f59cdd93e215d,NBA postpones Timberwolves-Warriors game in Minneapolis after fatal shooting by federal officer,violent_crime|sports|local_news|gaming,peripheral_crime,violent_crime,0.65,,,
64a9ec9dd1d78ef49ace08b35d9c861f26908e3363070f61afaa74c30bb3ec09,Israel recovers the last hostage's remains in Gaza. Ceasefire moves into tricky new phase,violent_crime|politics|lifestyle|health|criminal_justice|local_news,peripheral_crime,violent_crime,0.65,,,
dd2e3fad6f59fff1d92efdc491019a2bda8437cb3c2854689bb9f9a1b79ca85d,Top court orders new law licence assessment for man who sexually abused children,criminal_justice|gaming,peripheral_crime,violent_crime|criminal_justice,0.60,,,
7155995863cc474cd74aebbdbd7bffdfcb821563937fc805a3461d86b4535573,"At least 6,126 people killed in Iran’s crackdown on nationwide protests, activists say",violent_crime,peripheral_crime,,0.50,,,
7af10d4456b3fd7314ca85b2e1002ef906452def19ca33a2995485a6704c2fed,16 Impaired Driving Charges laid by NBPS during Festive R.I.D.E. Campaign,automotive|education|local_news,peripheral_crime,criminal_justice,0.70,,,
3559ed3fcb70818f74e598beba81bbadb03145c8b40882cd32e99807391d83b6,Shooting involving Border Patrol leaves 1 in critical condition near US-Mexico border,violent_crime|local_news,peripheral_crime,violent_crime,0.65,,,
c58b53e0e855b8d7602f44ea012ee5a58a2c2fc1f0fc894d6f8668ee91a92cd7,Some alcohol prices in Ontario could rise in the new year,politics|shopping,peripheral_crime,,0.50,,,
e09452f4a50601a7a39333bcf0a5cba660d230d6c404f6f1b4027b2a48352728,Public Health reports spike in invasive bacterial infections,,peripheral_crime,,0.50,,,
c118ec23bab317acaeaa37971a31e68e800b702c604ffb53469b09430d9ccbe3,"Police allege Northern Ontario woman stole, and returned, school bus",crime,peripheral_crime,property_crime|criminal_justice,0.60,,,
ecd5df051ecc5bf1fc9fa84e5edc9aaa09e1ed6e34e26afe02cb006d4efdd88f,"Palestinian man kills 2 in car-ramming and stabbing attack in northern Israel, police say",local_news,peripheral_crime,violent_crime|property_crime,0.65,,,
bb0cffc7ef5c971026c513f3ce3943f059a8d7168ed5a66c3059d5f71d17d347,VIDEO: Penalties for impaired driving just got tougher — will it make any difference?,automotive|local_news,peripheral_crime,criminal_justice,0.70,,,
6cf1bfa6f097c2441e95b69efdc4808a1a3dcc309e8a99e089b56ec25ee18cbe,Sudbury wrestler awaits Crown's decision on assault charges,violent_crime|lifestyle|criminal_justice,peripheral_crime,violent_crime|criminal_justice,0.60,,,
f8803040346412ef5ffb59c5bc66727eea12967cee3e8aa4f08f41605b8ec882,Large rally pushes against ICE presence after fatal shooting in Minneapolis,local_news,peripheral_crime,violent_crime,0.65,,,
5496b1db5ac8208cfc525457594abd03b576c00b7305d45bf6de156695bd9994,Impaired driving jumped by 17% in Greater Sudbury last year,drug_crime|automotive|local_news,peripheral_crime,criminal_justice,0.70,,,
fea0d765a3a8edb901dd8fffb6e4f2dfa2bd764238c42bd588f4cdd1a47a6b54,Year in review: The high crimes of 2025,violent_crime|drug_crime|lifestyle|real_estate|automotive|health|criminal_justice|local_news|home_garden,peripheral_crime,criminal_justice,0.60,,,
1b623b3d1248ad9965c8e7fa8cc498d0c36af519788c18fe733ed391b560541b,"In the news today: Canada's role in Ukrainian peace, Pipeline asks, Nunavik shooting",violent_crime|politics|criminal_justice,peripheral_crime,violent_crime,0.50,,,
345bf6c6442151eb82ea8739842602ea437e408ecf016d0b3d87f9dbad5804ce,Sudbury police arrest two motorists for impaired driving,crime|automotive,peripheral_crime,criminal_justice,0.70,,,
29809e4ce5bed1d1de021a4faf675c3bd569822d9d40a9107506282931d1cfb0,"In the news today: Parliament returns, Toronto storm, Senators whip Golden Knights",politics|business|education|weather,peripheral_crime,,0.50,,,
0431b33bde3c677a2affbf604188d8ffae772007e4fcdff8669811befff12eab,"At least 6,126 people killed in Iran’s crackdown on nationwide protests, activists say",violent_crime,peripheral_crime,,0.50,,,
de24ed4f1b7b098ce6e17fd04b2cc00f407d0b1ad6ecb6382cac6c8f7c060332,GSPS officers cleared for Chelmsford arrest that broke man’s nose,violent_crime|criminal_justice,peripheral_crime,criminal_justice,0.60,,,
b8ccb6239d2cc71e2e855ea4d698dc3ffea2d9c8033a06b53bb38a6b7f3469fc,Israel recovers the last hostage's remains in Gaza. Ceasefire moves into tricky new phase,violent_crime|politics|lifestyle|health|criminal_justice|local_news,peripheral_crime,violent_crime,0.65,,,
07dc3590110e6f100b4996d9cd7108b23244e67da188e4d2a1a13870156394c9,NBA game in Minneapolis between Warriors and Timberwolves postponed after ICE shooting,sports|gaming,peripheral_crime,violent_crime,0.65,,,
a1dd6b7e1201f80b2915509d3df1a0b2c87d8294068c3ecd4c80050600883230,Police Beat,violent_crime|drug_crime|automotive|health|criminal_justice|local_news,not_crime,,0.00,,,
9c910c9953bb7d70012b43d05e144ab0547a0521200ae111c1a09424bbb26bc1,Dutch court jails Eritrean man for 20 years over 'cruel' people smuggling,drug_crime|finance|criminal_justice,not_crime,,0.00,,,
1fcde1a6ccccfcf8ffd458398598b107cc9b32cc5d6df62d3d099c769efb290d,Teen charged after hate-motivated incidents targeting Jewish community: York police,real_estate|local_news,not_crime,,0.00,,,
f493a32c979542aa50a4d276fd2560e8c0b4050c72d37c695f505547bfbff1f3,"Human remains found in community east of North Bay, Ont., police say",local_news,not_crime,,0.00,,,
d6289c0a7868a1912feb3d6da53733abe9150830fe8efeac58da6ebc708a83c4,Judge orders ICE chief to appear in court or risk contempt over denial of due process,real_estate|entertainment|criminal_justice|local_news|home_garden,not_crime,,0.00,,,
b8bd0debf00ebea3731063e2fd58a224d007448651ff6d631d4bc8e3a941e483,US carries out first known strike on alleged drug boat since Maduro's capture,drug_crime,not_crime,,0.00,,,
b0c2b992cbe127eab21f0e14735b3345422bc8148f7defff56dc52fb2798ad7e,Sudbury outreach workers: ‘Mayhem’ will reign in Energy Court,local_news,not_crime,,0.00,,,
0078b1df55ce84a9640b7faeb435e1d82747ba5a46c8791c5c223e7a4bf442c6,City Police Beat,violent_crime|drug_crime|property_crime|automotive|criminal_justice|local_news,not_crime,,0.00,,,
0a869c96381fa850b35dbd360d25b361dba38b343aae98bee46dc64d446b6194,Montana’s Supreme Court dismisses misconduct case against the state’s attorney general,,not_crime,,0.00,,,
55726e3b3ad50fb63e882721738e093e9b1180215b7665045c327a2e35c28fc0,Ex-Olympic snowboarder pleads not guilty to running a drug smuggling ring,violent_crime|drug_crime|criminal_justice,not_crime,,0.00,,,
9f926bab0bc0f09267a9693e593aa5f2d206573e3336cc30ccd1594f6d1a5af9,Toronto police probing Christmas Eve storefront collision that left one dead,,not_crime,,0.00,,,
ecad2e9a7e2c7bd73a32b3f74526bb90ddaeaa2353363dcf39a4e5e1e2ac60b7,Police Beat,automotive|criminal_justice,not_crime,,0.00,,,
6b0e4211d2cce8ed79e474533b8c969db97f3031a55925be5398d1529431261b,SUV driver arrested for alcohol impairment at North Bay RIDE checkpoint,local_news,not_crime,,0.00,,,
ed94d3ae6a90b28e4a69a5c5ba6df9176b429f9283aa49921ee1369c04924ef9,"GSPS holiday RIDE campaign nets three arrests, one fail to stop",drug_crime|automotive|criminal_justice,not_crime,,0.00,,,
a22e1fcb0dcc1113b6c0121790255a7cfedee41cf13ff4932604b5419559125e,North Bay man arrested after firearm threat,real_estate|criminal_justice|local_news,not_crime,,0.00,,,
89c630f5bdcf7b7a7617b7b2bcfa9965eb1db6ec98a78af330a11bfbc26d70b2,Court,violent_crime|criminal_justice,not_crime,,0.00,,,
b54aa484915a785e88662ece10987f972cf47bfdc88bbbd574d81d1f8e6e2ce7,"Increasing AI use in Canadian courtrooms carries risk of errors, penalties: lawyers",,not_crime,,0.00,,,
07078bc1da098f2a7a73d007f652f30c04a8501a9bfb08d6f5e35c1c2d6ed6a3,Police catch man smoking pot in idling car,drug_crime|automotive|criminal_justice,not_crime,,0.00,,,
40b8741f67c93569dfa19b3567efaa503afbcf6be690a1c786861e625ead9c8e,Police Beat,,not_crime,,0.00,,,
42e0cc4b32e6762731e273cb9e9c3eea2d14d5707f64856f56df5cf06b0bbebe,Maduro says 'I was captured' as he pleads not guilty to drug trafficking charges,violent_crime|drug_crime|real_estate|criminal_justice|local_news|home_garden,not_crime,,0.00,,,
6a26232bdda3f9cc28ec22bb53f254dad9cbece9b97cb37441b34befe6db7166,‘Crisis mode’ spurred use of Energy Court for the homeless,politics|real_estate|environment|criminal_justice|local_news|shopping|recreation,not_crime,,0.00,,,
c9ba742a9e74debbd1bf006b9f3af73c36122f59d6d427885e0de8449ad5368d,Police Beat,,not_crime,,0.00,,,
c683965eaef07f4ae2719ca688ac770f69849d83900c1c5b523fe904cdd2ee31,Delays expected in OPP online police record checks due to high demand,technology|gaming,not_crime,,0.00,,,
da5e4bdaebb144442aa3e51f02344e7d90be5fe423dffb1b26e7aa6ba5263e9a,"New Ontario online courts portal brings delays and 'snafus,' Toronto lawyers say",technology|criminal_justice|gaming,not_crime,,0.00,,,
ee0b9d2301afb848e85225b98c07d885bc43382c1c71d56a2b99f2a312273365,Police Beat,automotive|local_news,not_crime,,0.00,,,
1f51fc97ee3681dabdc8b9eac23d68e37f9de05035e3cd0cd033d63390dc8263,NOW HIRING: Police Constables (New & Experienced Officers),travel|real_estate|local_news,not_crime,,0.00,,,
2c84ebe7b02b298257dde837faf39704b2875c41ad8739c0e8f33fba3175bc4b,Judge orders ICE chief to appear in court or risk contempt over denial of due process,real_estate|entertainment|criminal_justice|local_news|home_garden,not_crime,,0.00,,,
8d523e74ef1dad78c592b4a77bc0269d0e244c16072f08f9954cdf4fe41bd9e7,Ex-Olympic snowboarder pleads not guilty to running a drug smuggling ring,violent_crime|drug_crime|lifestyle|real_estate|criminal_justice|home_garden,not_crime,,0.00,,,
f9399531fa49159a75d59b2732c8afddc99c8fd6d7cca1a591341baf9fc2316e,"School closed in Blind River, Ont., after dead person found on property: police",real_estate|education|local_news,not_crime,,0.00,,,
0bdec4958d30126c6c119a678f16bc4c9817986c678406e226e34d046e80dc10,Police Beat,drug_crime|automotive,not_crime,,0.00,,,
eaeca60d03be7ed63a53f5810f5ebe8ca6b027a812448c75c1e7f0fd7d77cab4,"School closed in Blind River, Ont., after dead person found on property: police",real_estate|education|local_news,not_crime,,0.00,,,
ca5651cc856d0bd5f0cb00f8a0be806dc436210c312475de373fb2582b3fd6c9,Liberals agree to hit pause on hate crimes bill and prioritize tougher bail bill,politics,not_crime,,0.00,,,
92ec517ecb6fd151846d7d08ab4ddcf46ea75646057372d3221fddf1d08fe8e5,"Geoffrey Morawetz, chief justice of Ontario's Superior Court, to retire in May",technology|criminal_justice,not_crime,,0.00,,,
c31b97f8d8e1ce6b6db9f044d92884d0cad4cee984c5d70afc3c629bd140132e,Chief Justice says Constitution remains 'firm and unshaken' with major Supreme Court rulings ahead,,not_crime,,0.00,,,
4af872b86282f1178cc44179372e0a14367ac31eccc6ef298671ca88b9c78066,Sudbury activist hosting event in Energy Court for homeless community,lifestyle|finance|environment|criminal_justice|local_news,not_crime,,0.00,,,
c16dc330dcf6a204c980bcc4b724399673554d9223587e2c94a38b9bd4d84a86,"Police push on downtown drug users will hike overdose risks, health officials say",local_news,not_crime,,0.00,,,
a9b20cfbbe0b0bb3e595fb0c7b13f97192bef4a879e15763976268114e7f47a4,"Geoffrey Morawetz, chief justice of Ontario's Superior Court, to retire in May",technology|criminal_justice,not_crime,,0.00,,,
0fe3f7d9c1dca7bd076be4f74ac8dcf6f80897353d527b664da7f363aeb0360f,Area residents concerned for Energy Court denizens’ safety,local_news,not_crime,,0.00,,,
b898805e6d3c6a59efd60fc0910fa5a04ff90b6dab1130c75c1213cc672f7fac,Maduro says 'I was captured' as he pleads not guilty to drug trafficking charges,violent_crime|drug_crime|real_estate|criminal_justice|local_news|home_garden,not_crime,,0.00,,,
80d0b9a4f07ae508721c4e954056d5604b9a98604341f9f26f5ca8d0db67f9f1,Fan fight at Sudbury Arena wasn’t reported to police,violent_crime|local_news,not_crime,,0.00,,,
d7e3c393f846e148d84534f92f1c41c6c3d771de26d655bba3c9b055e3a39ca4,Ontario police bust fraudulent truck driving test scheme,automotive|business|criminal_justice|local_news|pets,not_crime,,0.00,,,
c587e9fead5ac504bb63e0a3319c2ac93783c5e0c7723f1a50eae2279b812402,No possession arrests without 'extenuating circumstances': head of B.C. police chiefs,drug_crime|criminal_justice|local_news,not_crime,,0.00,,,
f3f3b6f486175efe71070fdaa678182d446552612c7f29f95e75564bc6a2c88c,The Nishnawbe-Aski Police Service,lifestyle|local_news,not_crime,,0.00,,,
71deda6ff5df1460f397cc9aead5dd89d8925be0341befde0f467be729d7fd38,Ottawa wins Federal Court appeal allowing single-use plastics ban to stand,politics|environment|criminal_justice,not_crime,,0.00,,,
5bc035e114002d8418a9413499ae7ba50124d318ae3cf51af5b4e4a1dea0d01b,"Human remains found in community east of Mattawa, police say",local_news,not_crime,,0.00,,,
8865e0e79de28a8a003e9e1ee7e5ac19ee8432fce2c0f3600cdc6c9f7dba0803,Toronto Police seek help identifying man with Manitoulin Island roots,lifestyle|criminal_justice|local_news,not_crime,,0.00,,,
87a615707a4955a1f40936be7a0a8b6ab45904b975dd473b6efe02b4eda925be,"New Ontario online courts portal brings delays and 'snafus,' Toronto lawyers say",technology|criminal_justice|gaming,not_crime,,0.00,,,
4fa9bd513b5450ba80ba9e39065feeffa34c9852b55ecb4edde6c93c64a45e1f,Ex-Olympic snowboarder pleads not guilty to running a drug smuggling ring,violent_crime|drug_crime|criminal_justice,not_crime,,0.00,,,
45110c6f03ca6d57453e23016a8a84d380e8f8de5760d61fa1062670753d48d3,Ontario's police watchdog not investigating alleged assault on lawyer at courthouse,criminal_justice,not_crime,,0.00,,,
872f540063b168ade6da68a12e99ae362dda6360708ad456f48644f933e48de9,Court,violent_crime|drug_crime|criminal_justice,not_crime,,0.00,,,
4c6f07272b8cbdddaf4f87dc3b1ecbb6cddcde249302655756504730e34545da,Chief Justice says Constitution remains 'firm and unshaken' with major Supreme Court rulings ahead,,not_crime,,0.00,,,
0be8440bd3544c4754924339b778bb5f6224e78780dfb3701b878146a8710447,Ex-Olympic snowboarder pleads not guilty to running a drug smuggling ring,violent_crime|drug_crime|lifestyle|real_estate|criminal_justice|home_garden,not_crime,,0.00,,,
8b0019d81209c095e7139ae4c0566c4e9aa9677502ee6faa2037c9a3c3a3b97c,Why not tiny homes instead of tents at Energy Court?,breaking_news|politics|lifestyle|real_estate|finance|environment|criminal_justice|local_news|home_garden,not_crime,,0.00,,,
b794eb3cdf3f8a5d978b005c84f6c2d5550d39360e54616ecea694115c878ae9,‘I thought he was trying to kill me’: Trial begins for crime spree that shocked city,violent_crime|automotive|health|criminal_justice|local_news|shopping,not_crime,,0.00,,,
6a389310735b11d6baa38a4f0bb2b0578e680c91e2148e19aa8a80ae291dc0ed,Police Beat,breaking_news|violent_crime|real_estate|automotive,not_crime,,0.00,,,
